id,name,brand,manufacturer,upc,ean,type,currency,price,priceMin,priceMax,orderable,ats,stockLevel,primaryCategoryId,shortDescription,longDescription,pageTitle,pageDescription,pageKeywords,variationAttributes,variantCount,imageCount,primaryImage,slug
25767778M,Porcelain Straight Leg Pant,,,,,master,USD,59,,,true,700,700,womens-clothing-bottoms,This porcelain straight leg pant with pockets is great for the warmer weather! You can dress up or dress down and always look great! The perfect pant for every wardrobe!,This porcelain straight leg pant with pockets is great for the warmer weather! You can dress up or dress down and always look great! The perfect pant for every wardrobe!,Porcelain Straight Leg Pant,This porcelain straight leg pant with pockets is great for the warmer weather! You can dress up or dress down and always look great! The perfect pant for every wardrobe!,,color=Porcelain; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw85c670f0/images/large/PG.60114060.JJE25XX.PZ.jpg,
25589508M,Flat Front Classic Pant,,,,,master,USD,114,,,true,500,500,womens-clothing-bottoms,Sharpen up your office style with this flat front classic fit pant.,Sharpen up your office style with this flat front classic fit pant.,Flat Front Classic Pant,Sharpen up your office style with this flat front classic fit pant.,,color=Bone; size=4|6|10|12|14,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwdd1266ef/images/large/PG.10227965.JJ334XX.PZ.jpg,
25591026M,Bootleg Pant,,,,,master,USD,68.99,,,true,700,700,womens-clothing-bottoms,We've updated our favorite bootleg pant with a pinstripe and a contour waistband. The pant has two besom back pockets.,We've updated our favorite bootleg pant with a pinstripe and a contour waistband. The pant has two besom back pockets.,Bootleg Pant,We've updated our favorite bootleg pant with a pinstripe and a contour waistband. The pant has two besom back pockets.,,color=Black & White; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw158a6bf5/images/large/PG.10224332.JJ0DDXX.PZ.jpg,
25695366M,Capri Utility Pant.,,,,,master,USD,69,,,true,700,700,womens-clothing-bottoms,This capri utility pant is perfect for weekend wear. Pair it with a great Commerce Cloud Store top and your are set to go!,This capri utility pant is perfect for weekend wear. Pair it with a great Commerce Cloud Store top and your are set to go!,Capri Utility Pant.,This capri utility pant is perfect for weekend wear.  Pair it with a great Commerce Cloud Store top and your are set to go! ,,color=Chambray Blue; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw7d8c3b3b/images/large/PG.10246366.JJP49XX.PZ.jpg,
25696606M,Pencil Skirt.,,,,,master,USD,89,,,true,700,700,womens-clothing-bottoms,Pencil skirts are always in style especially if paired with a great suit jacket and classic cami.,Pencil skirts are always in style especially if paired with a great suit jacket and classic cami.,Pencil Skirt.,Pencil skirts are always in style especially if paired with a great suit jacket and classic cami. ,,color=Chino & Ivory; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw4b082624/images/large/PG.10244697.JJEA2XX.PZ.jpg,
25696709M,Sleeveless Pleated Top.,,,,,master,USD,74,,,true,700,700,womens-clothing-tops,Perfect alone or paired with a Commerce Cloud Store jacket.,Perfect alone or paired with a Commerce Cloud Store jacket.,Sleeveless Pleated Top.,Perfect alone or paired with a Commerce Cloud Store jacket. ,,color=White & Black; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw5bba8638/images/large/PG.10246278.JJ2DIXX.PZ.jpg,
25720042M,Hoop Clip On Earring,,,,,master,USD,26,,,true,100,100,womens-jewelry-earrings,Update any outfit with these hoop earring. Pair with its matching stretch bangle to complete your look. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Update any outfit with these hoop earring. Pair with its matching stretch bangle to complete your look. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Hoop Clip On Earring,Update any outfit with these hoop earring. Pair with its matching stretch bangle to complete your look. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch. ,,color=Gold,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwe8755b1f/images/large/PG.60119244.JJ887XX.PZ.jpg,
25697294M,Sleeveless Cowl Neck Knit.,,,,,master,USD,74,,,true,400,400,womens-clothing-tops,"Take it easy in our short sleeve cowl neck shirt, great for weekend wear.","Take it easy in our short sleeve cowl neck shirt, great for weekend wear.",Sleeveless Cowl Neck Knit.,"Take it easy in our short sleeve cowl neck shirt, great for weekend wear. ",,color=Black; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw0c63ab3d/images/large/PG.10254489.JJ3WCXX.PZ.jpg,
25772766M,Prancer,,,,,master,USD,99,,,true,897,897,womens-accessories-shoes,Expand on your shoe wardrobe with these patent t-straps.,Expand on your shoe wardrobe with these patent t-straps.,Prancer,Expand on your shoe wardrobe with these  patent t-straps.,,color=Pink; size=6|6.5|7|7.5|8|8.5|9|9.5|10; width=M,9,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwb4fd9877/images/large/PG.CJPRANCER.LPNKMPA.PZ.jpg,
25493646M,Wide Waist Pencil Skirt,,,,,master,USD,75.99,,,true,680,680,womens-clothing-bottoms,A classic skirt in salt-and-pepper tweed looks new again. Add the matching Commerce Cloud Store jacket for a perfect look from nine-to-five and beyond.,A classic skirt in salt-and-pepper tweed looks new again. Add the matching Commerce Cloud Store jacket for a perfect look from nine-to-five and beyond.,Wide Waist Pencil Skirt,A classic skirt in salt-and-pepper tweed looks new again.  Add the matching Commerce Cloud Store jacket for a perfect look from nine-to-five and beyond.,,color=Zinc Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwb14c8e6b/images/large/PG.10207165.JJ1ANB1.PZ.jpg,
25502038M,Flat Front Slim Pant,,,,,master,USD,73.99,,,true,700,700,womens-clothing-bottoms,Our best selling slim pant with a tab waist and 2 back pockets is a must have wardrobe completer. We love the way it looks wit a great Commerce Cloud Store top!,Our best selling slim pant with a tab waist and 2 back pockets is a must have wardrobe completer. We love the way it looks wit a great Commerce Cloud Store top!,Flat Front Slim Pant,Our best selling slim pant with a tab waist and 2 back pockets is a must have wardrobe completer. We love the way it looks wit a great Commerce Cloud Store top!,,color=Laurel; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw7c5ddad0/images/large/PG.10208949.JJ0NLA0.PZ.jpg,
25752218M,Solid Silk Tie,,,,,master,USD,29.99,,,false,0,0,mens-accessories-ties,This silk tie works well with a Commerce Cloud Store dress shirt and suit. It's perfect for any occasion.,This silk tie works well with a Commerce Cloud Store dress shirt and suit It's perfect for any occasion.,Solid Silk Tie,This silk tie works well with a Commerce Cloud Store dress shirt and suit. It's perfect for any occasion. ,,color=Navy|Red|Yellow,3,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw40c5957e/images/large/PG.949432114S.NAVYSI.PZ.jpg,
25686514M,Navy Single Pleat Wool Suit,,,,,master,USD,299.99,,,true,1125,1125,mens-clothing-suits,This suit is great for any occasion. Add a shirt and a tie and you are ready for any event.,This suit is great for any occasion. Add a shirt and a tie and you are ready for any event.,Navy Single Pleat Wool Suit,This suit is great for any occasion. Add a shirt and a tie and you are ready for any event. ,,color=Navy; size=36|38|39|40|42|43|44|46|48|50; width=Short|Regular|Long,16,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw9a3e934c/images/large/PG.52002RUBN4Q.NAVYWL.PZ.jpg,
25565572M,Relaxed Fit Pant,,,,,master,USD,69,,,true,999,999,womens-clothing-bottoms,This is the perfect pant for weekend wear. The elastic waist makes any occasion comfy.,This is the perfect pant for weekend wear. The elastic waist makes any occasion comfy.,Relaxed Fit Pant,This is the perfect pant for weekend wear. The elastic waist makes any occasion comfy.,,color=Black|White; size=XS|S|M|L|XL,10,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw0268ae7d/images/large/PG.10228765.JJ169XX.PZ.jpg,
25518958M,Wide Leg Pant,,,,,master,USD,54.99,,,true,1389,1389,womens-clothing-bottoms,Pair our new wide leg pant with one of our classic cardigans.,Pair our new wide leg pant with one of our classic cardigans.,Wide Leg Pant,Pair our new wide leg pant with one of our classic cardigans.,,color=Admiral Navy|Stone; size=4|6|8|10|12|14|16,14,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw17d8d373/images/large/PG.10204145.JJBF5XX.PZ.jpg,
25565789M,Long Tiered Skirt,,,,,master,USD,99,,,true,700,700,womens-clothing-bottoms,Add this long tiered skirt with embellishment to your wardrobe. Perfect for when the weather becomes warmer!,Add this long tiered skirt with embellishment to your wardrobe. Perfect for when the weather becomes warmer!,Long Tiered Skirt,Add this long tiered skirt with embellishment to your wardrobe. Perfect for when the weather becomes warmer!,,color=White; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw7d9d1e06/images/large/PG.10230296.JJI15XX.PZ.jpg,
25493635M,Fringe Trim Jacket,,,,,master,USD,138.99,,,true,686,686,womens-clothing-jackets,Our best selling jacket is updated in a salt and pepper tweed. Pair it with the matching skirt and you are set to go from desk to dinner.,Our best selling jacket is updated in a salt and pepper tweed. Pair it with the matching skirt and you are set to go from desk to dinner.,Fringe Trim Jacket,Our best selling jacket is updated in a salt and pepper tweed.  Pair it with the matching skirt and you are set to go from desk to dinner.,,color=Zinc Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw39b4c05a/images/large/PG.10207004.JJ1ANA8.PZ.jpg,
25493587M,Scoop Neck Shell,,,,,master,USD,28.99,,,true,635,635,womens-clothing-tops,We took this classic shell and updated it with this season's favorite colors.,We took this classic shell and updated it with this season's favorite colors.,Scoop Neck Shell,We took this classic shell and updated it with this season's favorite colors.,,color=Crocus|Zinc; size=S|M|L|XL,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwaf2329a4/images/large/PG.10215123.JJ5ZQA0.PZ.jpg,
25502346M,Cowl Neck Tweed Pullover Sweater,,,,,master,USD,61.99,,,true,299,299,womens-clothing-tops,"This tweed sweater is crisp, classic, and casually chic.","This tweed sweater is crisp, classic, and casually chic.",Cowl Neck Tweed Pullover Sweater,"This tweed sweater is crisp, classic, and casually chic.",,color=Royal Teal Multi; size=M|L|XL,3,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwb2f22f22/images/large/PG.10224716.JJ9VSB2.PZ.jpg,
25502072M,Classic Blouse,,,,,master,USD,65.99,,,true,700,700,womens-clothing-tops,We took our long sleeve button front classic blouse and updated it with a new color for the season.,We took our long sleeve button front classic blouse and updated it with a new color for the season.,Classic Blouse,We took our long sleeve button front classic blouse and updated it with a new color for the season.,,color=Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwf6b2be77/images/large/PG.10208973.JJZ01XX.PZ.jpg,
25502603M,Lurex patterned Cardigan,,,,,master,USD,82.99,,,true,300,300,womens-clothing-tops,"We love this new jacket replacement,perfect for pairing with skirts or slacks.","We love this new jacket replacement,perfect for pairing with skirts or slacks.",Lurex patterned Cardigan,"We love this new jacket replacement,perfect for pairing with skirts or slacks.",,color=Black Multi; size=S|M|L,3,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw44ff1f7a/images/large/PG.10214383.JJ3WDXX.PZ.jpg,
25503110M,Long Sleeve Covered Placket Blouse,,,,,master,USD,64.99,,,true,700,700,womens-clothing-tops,This is an incredibly feminine floral blouse. It's one of our favorite styles of the season.,This is an incredibly feminine floral blouse. It's one of our favorite styles of the season.,Long Sleeve Covered Placket Blouse,This is an incredibly feminine floral blouse. It's one of our favorite styles of the season.,,color=Brown; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw88b163cd/images/large/PG.10202856.JJJA4XX.PZ.jpg,
25519027M,Striped Button Down with Pot Dot Cuffs,,,,,master,USD,40.99,,,true,399,399,womens-clothing-tops,Our favorite button down shirt updated in a new color for the season. Pair it with a piece of great Commerce Cloud Store jewelry.,Our favorite button down shirt updated in a new color for the season. Pair it with a piece of great Commerce Cloud Store jewelry.,Striped Button Down with Pot Dot Cuffs,Our favorite button down shirt updated in a new color for the season. Pair it with a piece of great Commerce Cloud Store jewelry.,,color=Lavender Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwd2675220/images/large/PG.10213227.JJP19XX.PZ.jpg,
25545725M,Long Sleeve Tie Front Blouse,,,,,master,USD,50.99,,,true,100,100,womens-clothing-tops,Fun polka dot blouse with tie front closure. Dress this top up for a night out on the town or pair with a trouser for work.,Fun polka dot blouse with tie front closure. Dress this top up for a night out on the town or pair with a trouser for work.,Long Sleeve Tie Front Blouse,Fun polka dot blouse with tie front closure. Dress this top up for a night out on the town or pair with a trouser for work.,,color=Admiral Navy & White; size=L,1,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw94999df9/images/large/PG.10213267.JJCN1XX.PZ.jpg,
